EmployeeNumber,Age,AgeBand,Gender,MaritalStatus,Department,JobRole,JobLevel,SeniorityBand,MonthlyIncome,MonthlyIncomeK,AnnualIncome,SalaryBand,Attrition,AttritionBinary,AttritionRiskScore,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,PromotionRecency,YearsWithCurrManager,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,JobSatisfactionLabel,EnvironmentSatisfaction,EnvironmentSatisfactionLabel,WorkLifeBalance,WorkLifeBalanceLabel,PerformanceRating,PerformanceLabel,OverTime,OvertimeBinary,BusinessTravel,DistanceFromHome,DistanceBand,Education,EducationField,StockOptionLevel,PercentSalaryHike,RelationshipSatisfaction,JobInvolvement
1240,25,18-25,Male,Single,Sales,Sales Executive,2,Mid-Level,4950,4.95,59400,Medium (3-6K),No,0,0.991,4,3-5 yrs,3,1,1-2 yrs,1,0,5,4,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),4,Life Sciences,0,14,2,3
1241,30,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,3579,3.58,42948,Medium (3-6K),No,0,1.487,11,11-20 yrs,9,5,3-5 yrs,7,0,12,2,2,Medium,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,1,Near (1-5),3,Medical,1,21,1,3
1242,42,36-45,Female,Married,Research & Development,Research Director,3,Senior,13191,13.19,158292,Very High (10K+),No,0,2.39,1,0-2 yrs,0,0,Just Promoted,0,3,20,6,1,Low,1,Low,3,Better,3,Excellent,Yes,1,Travel_Frequently,26,Far (16+),5,Medical,0,17,3,3
1243,35,26-35,Female,Married,Sales,Sales Executive,3,Senior,10377,10.38,124524,Very High (10K+),No,0,1.354,13,11-20 yrs,2,4,3-5 yrs,12,4,16,6,4,Very High,3,High,2,Good,3,Excellent,Yes,1,Non-Travel,8,Medium (6-15),2,Marketing,1,11,2,2
1244,27,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,2235,2.24,26820,Low (<3K),No,0,2.538,9,6-10 yrs,7,6,5+ yrs,8,1,9,3,1,Low,1,Low,2,Good,3,Excellent,Yes,1,Travel_Rarely,14,Medium (6-15),3,Life Sciences,2,14,4,3
1245,54,46-55,Female,Divorced,Research & Development,Manufacturing Director,3,Senior,10502,10.5,126024,Very High (10K+),No,0,1.31,5,3-5 yrs,4,1,1-2 yrs,4,7,33,2,3,High,4,Very High,1,Bad,3,Excellent,No,0,Travel_Frequently,1,Near (1-5),4,Life Sciences,1,17,1,3
1246,44,36-45,Female,Married,Research & Development,Research Scientist,1,Junior,2011,2.01,24132,Low (<3K),No,0,1.404,10,6-10 yrs,5,7,5+ yrs,7,1,10,5,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),1,Life Sciences,1,13,4,4
1248,19,18-25,Female,Single,Research & Development,Research Scientist,1,Junior,1859,1.86,22308,Low (<3K),Yes,1,1.934,1,0-2 yrs,1,0,Just Promoted,0,1,1,2,2,Medium,1,Low,4,Best,4,Outstanding,Yes,1,Non-Travel,10,Medium (6-15),3,Medical,0,25,2,2
1249,29,26-35,Female,Divorced,Research & Development,Research Scientist,1,Junior,3760,3.76,45120,Medium (3-6K),No,0,1.36,3,3-5 yrs,2,1,1-2 yrs,2,1,3,5,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,3,15,1,3
1250,54,46-55,Male,Married,Research & Development,Research Director,4,Lead,17779,17.78,213348,Very High (10K+),No,0,0.76,10,6-10 yrs,9,0,Just Promoted,9,3,36,2,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Life Sciences,0,14,1,3
1251,31,26-35,Male,Married,Research & Development,Healthcare Representative,2,Mid-Level,6833,6.83,81996,High (6-10K),No,0,2.088,6,6-10 yrs,5,0,Just Promoted,1,1,6,2,1,Low,3,High,2,Good,3,Excellent,Yes,1,Travel_Rarely,11,Medium (6-15),2,Medical,0,12,4,3
1252,31,26-35,Female,Single,Research & Development,Healthcare Representative,2,Mid-Level,6812,6.81,81744,High (6-10K),No,0,1.789,10,6-10 yrs,9,1,1-2 yrs,8,1,10,2,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,24,Far (16+),3,Medical,0,19,2,2
1254,59,55+,Female,Single,Sales,Sales Executive,2,Mid-Level,5171,5.17,62052,Medium (3-6K),No,0,0.96,6,6-10 yrs,1,0,Just Promoted,5,5,13,2,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Life Sciences,0,17,4,2
1255,43,36-45,Male,Married,Research & Development,Research Director,5,Director,19740,19.74,236880,Very High (10K+),No,0,0.96,8,6-10 yrs,7,0,Just Promoted,7,3,25,2,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Life Sciences,1,14,2,1
1256,49,46-55,Male,Married,Research & Development,Manager,5,Director,18711,18.71,224532,Very High (10K+),No,0,1.464,1,0-2 yrs,0,0,Just Promoted,0,2,23,2,3,High,1,Low,4,Best,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),2,Medical,1,13,3,2
1257,36,36-45,Male,Married,Research & Development,Research Scientist,1,Junior,3692,3.69,44304,Medium (3-6K),No,0,1.61,11,11-20 yrs,10,0,Just Promoted,7,1,12,2,2,Medium,3,High,2,Good,3,Excellent,No,0,Travel_Frequently,3,Near (1-5),3,Technical Degree,0,12,3,3
1258,48,46-55,Male,Single,Research & Development,Laboratory Technician,1,Junior,2559,2.56,30708,Low (<3K),No,0,1.407,1,0-2 yrs,0,0,Just Promoted,0,5,7,4,2,Medium,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),2,Technical Degree,0,11,3,4
1259,27,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,2517,2.52,30204,Low (<3K),No,0,1.614,5,3-5 yrs,3,0,Just Promoted,3,1,5,2,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),2,Life Sciences,3,11,2,3
1260,29,26-35,Male,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,6623,6.62,79476,High (6-10K),No,0,1.181,6,6-10 yrs,0,1,1-2 yrs,0,1,6,2,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,7,Medium (6-15),3,Life Sciences,2,11,2,3
1263,48,46-55,Male,Single,Research & Development,Research Director,5,Director,18265,18.26,219180,Very High (10K+),No,0,0.603,1,0-2 yrs,0,0,Just Promoted,0,6,25,3,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,0,12,3,2
1264,29,26-35,Female,Divorced,Research & Development,Research Director,4,Lead,16124,16.12,193488,Very High (10K+),No,0,0.91,7,6-10 yrs,7,1,1-2 yrs,7,3,9,2,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,2,14,2,2
1265,34,26-35,Female,Married,Research & Development,Research Scientist,1,Junior,2585,2.58,31020,Low (<3K),No,0,1.419,1,0-2 yrs,0,0,Just Promoted,0,0,2,5,3,High,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,20,Far (16+),3,Technical Degree,0,17,4,4
1267,44,36-45,Male,Married,Sales,Manager,5,Director,18213,18.21,218556,Very High (10K+),No,0,1.687,22,20+ yrs,9,3,3-5 yrs,10,7,26,5,2,Medium,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,5,Near (1-5),3,Marketing,1,11,3,3
1268,33,26-35,Male,Divorced,Sales,Sales Executive,3,Senior,8380,8.38,100560,High (6-10K),No,0,1.234,9,6-10 yrs,8,0,Just Promoted,8,0,10,3,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,10,Medium (6-15),5,Marketing,2,14,4,4
1269,19,18-25,Female,Single,Research & Development,Research Scientist,1,Junior,2994,2.99,35928,Low (<3K),No,0,1.436,1,0-2 yrs,0,0,Just Promoted,1,1,1,2,4,Very High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,25,Far (16+),3,Life Sciences,0,12,4,4
1270,23,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,1223,1.22,14676,Low (<3K),No,0,1.003,1,0-2 yrs,0,0,Just Promoted,1,1,1,2,3,High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,1,Near (1-5),2,Life Sciences,1,22,4,3
1273,25,18-25,Male,Single,Sales,Sales Representative,1,Junior,1118,1.12,13416,Low (<3K),Yes,1,1.239,1,0-2 yrs,0,1,1-2 yrs,0,1,1,4,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Frequently,24,Far (16+),1,Life Sciences,0,14,4,1
1275,26,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2875,2.88,34500,Low (<3K),No,0,1.327,8,6-10 yrs,5,2,1-2 yrs,2,1,8,2,4,Very High,3,High,2,Good,4,Outstanding,Yes,1,Travel_Rarely,4,Near (1-5),2,Life Sciences,0,20,2,3
1277,45,36-45,Female,Single,Sales,Manager,5,Director,18824,18.82,225888,Very High (10K+),Yes,1,2.064,24,20+ yrs,10,1,1-2 yrs,11,2,26,2,2,Medium,1,Low,3,Better,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),3,Marketing,0,16,1,1
1278,55,46-55,Male,Divorced,Research & Development,Healthcare Representative,4,Lead,13577,13.58,162924,Very High (10K+),No,0,1.578,33,20+ yrs,9,15,5+ yrs,0,1,34,3,2,Medium,4,Very High,3,Better,3,Excellent,Yes,1,Non-Travel,8,Medium (6-15),1,Medical,1,15,4,2
1279,21,18-25,Female,Single,Research & Development,Laboratory Technician,1,Junior,2625,2.62,31500,Low (<3K),Yes,1,1.948,2,0-2 yrs,2,2,1-2 yrs,2,1,2,2,3,High,1,Low,1,Bad,4,Outstanding,No,0,Travel_Frequently,10,Medium (6-15),2,Life Sciences,0,20,3,2
1280,46,46-55,Female,Married,Sales,Manager,5,Director,18789,18.79,225468,Very High (10K+),No,0,1.264,11,11-20 yrs,4,0,Just Promoted,8,2,26,2,2,Medium,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),2,Marketing,1,14,3,2
1281,34,26-35,Female,Single,Sales,Sales Executive,2,Mid-Level,4538,4.54,54456,Medium (3-6K),No,0,1.907,3,3-5 yrs,2,0,Just Promoted,2,0,4,3,1,Low,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),3,Marketing,0,12,4,3
1282,51,46-55,Male,Divorced,Sales,Manager,5,Director,19847,19.85,238164,Very High (10K+),No,0,1.704,29,20+ yrs,10,11,5+ yrs,10,4,31,5,2,Medium,4,Very High,2,Good,4,Outstanding,Yes,1,Travel_Frequently,9,Medium (6-15),3,Life Sciences,1,24,1,3
1283,59,55+,Male,Single,Research & Development,Manufacturing Director,3,Senior,10512,10.51,126144,Very High (10K+),No,0,0.995,9,6-10 yrs,7,5,3-5 yrs,4,6,25,6,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,18,Far (16+),4,Medical,0,12,4,3
1285,34,26-35,Female,Divorced,Research & Development,Laboratory Technician,2,Mid-Level,4444,4.44,53328,Medium (3-6K),No,0,1.399,11,11-20 yrs,8,5,3-5 yrs,10,4,15,2,2,Medium,3,High,4,Best,3,Excellent,No,0,Travel_Frequently,19,Far (16+),3,Medical,2,13,3,3
1286,28,26-35,Male,Single,Research & Development,Laboratory Technician,1,Junior,2154,2.15,25848,Low (<3K),No,0,1.353,4,3-5 yrs,2,0,Just Promoted,2,0,5,2,3,High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),4,Medical,0,11,3,3
1288,44,36-45,Male,Divorced,Research & Development,Manager,5,Director,19190,19.19,230280,Very High (10K+),No,0,1.957,25,20+ yrs,9,14,5+ yrs,13,1,26,4,1,Low,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),2,Life Sciences,2,14,4,4
1289,34,26-35,Male,Married,Human Resources,Human Resources,2,Mid-Level,4490,4.49,53880,Medium (3-6K),No,0,1.345,10,6-10 yrs,9,1,1-2 yrs,8,4,14,5,2,Medium,3,High,4,Best,3,Excellent,No,0,Travel_Frequently,11,Medium (6-15),3,Life Sciences,2,11,4,2
1291,35,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,3506,3.51,42072,Medium (3-6K),No,0,1.434,3,3-5 yrs,2,2,1-2 yrs,2,0,4,3,3,High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,6,Medium (6-15),1,Life Sciences,0,14,4,3
1292,42,36-45,Female,Married,Research & Development,Research Scientist,2,Mid-Level,2372,2.37,28464,Low (<3K),No,0,1.874,1,0-2 yrs,0,0,Just Promoted,0,6,18,2,2,Medium,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,7,Medium (6-15),4,Medical,0,16,4,4
1293,43,36-45,Female,Single,Sales,Sales Executive,3,Senior,10231,10.23,122772,Very High (10K+),No,0,0.714,21,20+ yrs,7,15,5+ yrs,17,3,23,3,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),4,Marketing,0,14,4,2
1294,36,36-45,Female,Single,Research & Development,Manufacturing Director,2,Mid-Level,5410,5.41,64920,Medium (3-6K),No,0,1.69,16,11-20 yrs,14,5,3-5 yrs,12,9,18,2,2,Medium,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),4,Life Sciences,0,11,4,3
1295,44,36-45,Female,Married,Research & Development,Healthcare Representative,3,Senior,7978,7.98,95736,High (6-10K),Yes,1,1.402,10,6-10 yrs,7,0,Just Promoted,5,1,10,2,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,15,Medium (6-15),3,Medical,1,11,4,3
1296,28,26-35,Male,Married,Research & Development,Laboratory Technician,1,Junior,3867,3.87,46404,Medium (3-6K),No,0,0.97,2,0-2 yrs,2,2,1-2 yrs,2,1,2,2,4,Very High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Frequently,2,Near (1-5),3,Life Sciences,1,12,2,2
1297,51,46-55,Female,Single,Research & Development,Laboratory Technician,1,Junior,2838,2.84,34056,Low (<3K),No,0,1.617,7,6-10 yrs,0,7,5+ yrs,7,0,8,6,3,High,2,Medium,2,Good,3,Excellent,No,0,Travel_Frequently,6,Medium (6-15),2,Medical,0,14,2,2
1298,30,26-35,Female,Single,Research & Development,Manufacturing Director,2,Mid-Level,4695,4.7,56340,Medium (3-6K),No,0,1.438,8,6-10 yrs,4,1,1-2 yrs,7,7,10,3,3,High,3,High,3,Better,3,Excellent,Yes,1,Non-Travel,9,Medium (6-15),2,Medical,0,18,3,3
1299,29,26-35,Female,Divorced,Research & Development,Laboratory Technician,1,Junior,3339,3.34,40068,Medium (3-6K),Yes,1,1.671,7,6-10 yrs,7,7,5+ yrs,7,3,10,2,3,High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,7,Medium (6-15),3,Technical Degree,2,13,1,3
1301,28,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2080,2.08,24960,Low (<3K),No,0,1.66,3,3-5 yrs,2,1,1-2 yrs,2,2,5,2,1,Low,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Technical Degree,0,11,2,3
1303,25,18-25,Female,Single,Research & Development,Research Scientist,1,Junior,2096,2.1,25152,Low (<3K),No,0,1.417,2,0-2 yrs,2,2,1-2 yrs,1,1,2,3,2,Medium,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Medical,0,18,4,3
1304,32,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,6209,6.21,74508,High (6-10K),No,0,0.828,10,6-10 yrs,7,0,Just Promoted,8,1,10,4,4,Very High,3,High,4,Best,3,Excellent,No,0,Travel_Rarely,8,Medium (6-15),3,Medical,2,15,3,4
1306,45,36-45,Female,Single,Research & Development,Manager,5,Director,18061,18.06,216732,Very High (10K+),No,0,1.736,0,0-2 yrs,0,0,Just Promoted,0,3,22,4,2,Medium,2,Medium,3,Better,4,Outstanding,No,0,Travel_Frequently,25,Far (16+),3,Medical,0,22,3,3
1307,39,36-45,Female,Divorced,Research & Development,Manager,4,Lead,17123,17.12,205476,Very High (10K+),No,0,1.795,19,11-20 yrs,9,15,5+ yrs,2,6,21,4,2,Medium,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,13,Medium (6-15),4,Medical,2,13,4,2
1308,58,55+,Male,Divorced,Research & Development,Research Scientist,1,Junior,2372,2.37,28464,Low (<3K),No,0,1.693,2,0-2 yrs,2,2,1-2 yrs,2,1,2,3,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,23,Far (16+),4,Life Sciences,2,12,4,3
1309,32,26-35,Male,Married,Research & Development,Laboratory Technician,2,Mid-Level,4883,4.88,58596,Medium (3-6K),Yes,1,1.031,10,6-10 yrs,4,1,1-2 yrs,1,1,10,3,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,7,Medium (6-15),2,Life Sciences,1,18,1,3
1310,39,36-45,Male,Single,Research & Development,Research Scientist,1,Junior,3904,3.9,46848,Medium (3-6K),Yes,1,1.779,5,3-5 yrs,2,0,Just Promoted,3,0,6,2,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,23,Far (16+),3,Medical,0,13,1,3
1311,30,26-35,Female,Married,Research & Development,Laboratory Technician,2,Mid-Level,4627,4.63,55524,Medium (3-6K),No,0,1.411,9,6-10 yrs,2,6,5+ yrs,7,0,10,6,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Technical Degree,1,12,1,2
1312,36,36-45,Female,Married,Research & Development,Healthcare Representative,3,Senior,7094,7.09,85128,High (6-10K),No,0,1.041,7,6-10 yrs,7,1,1-2 yrs,7,3,10,0,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),4,Technical Degree,0,12,1,3
1314,46,46-55,Female,Single,Human Resources,Human Resources,1,Junior,3423,3.42,41076,Medium (3-6K),No,0,1.387,7,6-10 yrs,6,5,3-5 yrs,7,6,10,3,1,Low,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),2,Life Sciences,0,12,3,3
1315,28,26-35,Female,Married,Research & Development,Laboratory Technician,2,Mid-Level,6674,6.67,80088,High (6-10K),No,0,1.0,9,6-10 yrs,8,7,5+ yrs,5,0,10,6,4,Very High,3,High,3,Better,3,Excellent,No,0,Non-Travel,1,Near (1-5),3,Life Sciences,3,11,1,1
1317,50,46-55,Female,Married,Research & Development,Research Director,4,Lead,16880,16.88,202560,Very High (10K+),No,0,1.803,3,3-5 yrs,2,1,1-2 yrs,2,4,25,2,1,Low,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,28,Far (16+),3,Life Sciences,0,11,2,3
1318,40,36-45,Male,Single,Sales,Sales Executive,3,Senior,9094,9.09,109128,High (6-10K),Yes,1,1.543,5,3-5 yrs,4,1,1-2 yrs,0,2,9,2,2,Medium,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,25,Far (16+),4,Marketing,0,12,3,2
1319,52,46-55,Male,Single,Sales,Sales Executive,3,Senior,8446,8.45,101352,High (6-10K),Yes,1,2.064,8,6-10 yrs,7,7,5+ yrs,7,9,10,2,2,Medium,2,Medium,2,Good,3,Excellent,Yes,1,Travel_Rarely,5,Near (1-5),3,Life Sciences,0,19,3,3
1321,30,26-35,Female,Married,Research & Development,Manager,3,Senior,11916,11.92,142992,Very High (10K+),No,0,2.159,9,6-10 yrs,1,0,Just Promoted,8,1,9,2,1,Low,2,Medium,3,Better,4,Outstanding,Yes,1,Travel_Rarely,17,Far (16+),4,Medical,2,23,4,3
1322,39,36-45,Male,Single,Research & Development,Manufacturing Director,2,Mid-Level,4534,4.53,54408,Medium (3-6K),No,0,1.669,8,6-10 yrs,7,1,1-2 yrs,7,0,9,6,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,18,Far (16+),2,Life Sciences,0,11,1,3
1324,31,26-35,Female,Divorced,Sales,Sales Executive,3,Senior,9852,9.85,118224,High (6-10K),No,0,1.417,10,6-10 yrs,8,9,5+ yrs,6,1,10,5,3,High,4,Very High,2,Good,3,Excellent,Yes,1,Non-Travel,2,Near (1-5),4,Life Sciences,1,19,1,3
1329,41,36-45,Male,Single,Sales,Sales Executive,2,Mid-Level,6151,6.15,73812,High (6-10K),No,0,1.558,19,11-20 yrs,2,11,5+ yrs,9,1,19,4,2,Medium,3,High,3,Better,3,Excellent,No,0,Non-Travel,10,Medium (6-15),2,Medical,0,13,1,1
1331,31,26-35,Female,Single,Sales,Sales Representative,1,Junior,2302,2.3,27624,Low (<3K),Yes,1,1.317,3,3-5 yrs,2,2,1-2 yrs,2,1,3,2,2,Medium,4,Very High,4,Best,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),3,Life Sciences,0,11,1,3
1333,44,36-45,Male,Married,Research & Development,Laboratory Technician,1,Junior,2362,2.36,28344,Low (<3K),Yes,1,1.967,3,3-5 yrs,2,1,1-2 yrs,2,4,10,4,1,Low,1,Low,4,Best,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Life Sciences,0,12,3,3
1334,42,36-45,Male,Married,Research & Development,Manager,4,Lead,17861,17.86,214332,Very High (10K+),No,0,1.57,20,11-20 yrs,8,2,1-2 yrs,10,0,21,3,3,High,3,High,2,Good,3,Excellent,Yes,1,Non-Travel,2,Near (1-5),1,Life Sciences,0,13,4,3
1336,55,46-55,Female,Married,Research & Development,Manager,5,Director,19187,19.19,230244,Very High (10K+),No,0,1.067,19,11-20 yrs,9,9,5+ yrs,11,4,23,5,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),2,Medical,1,14,4,1
1338,56,55+,Male,Single,Human Resources,Manager,5,Director,19717,19.72,236604,Very High (10K+),No,0,1.324,7,6-10 yrs,3,7,5+ yrs,7,6,36,4,2,Medium,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,8,Medium (6-15),4,Life Sciences,0,14,1,3
1340,40,36-45,Male,Divorced,Research & Development,Research Scientist,1,Junior,3544,3.54,42528,Medium (3-6K),No,0,1.255,4,3-5 yrs,2,0,Just Promoted,0,9,6,0,3,High,3,High,3,Better,3,Excellent,No,0,Non-Travel,16,Far (16+),2,Life Sciences,1,16,2,3
1344,34,26-35,Male,Divorced,Research & Development,Healthcare Representative,3,Senior,8500,8.5,102000,High (6-10K),No,0,0.938,9,6-10 yrs,7,1,1-2 yrs,6,0,10,0,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),3,Life Sciences,1,11,4,3
1346,40,36-45,Male,Single,Research & Development,Research Scientist,2,Mid-Level,4661,4.66,55932,Medium (3-6K),No,0,1.01,9,6-10 yrs,8,8,5+ yrs,8,1,9,4,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),3,Life Sciences,0,13,3,3
1349,41,36-45,Female,Divorced,Sales,Sales Executive,2,Mid-Level,4103,4.1,49236,Medium (3-6K),No,0,1.71,9,6-10 yrs,3,1,1-2 yrs,7,0,10,2,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,1,Near (1-5),3,Marketing,1,17,4,3
1350,35,26-35,Male,Single,Research & Development,Research Scientist,2,Mid-Level,4249,4.25,50988,Medium (3-6K),No,0,1.42,9,6-10 yrs,6,1,1-2 yrs,1,1,9,3,3,High,3,High,3,Better,3,Excellent,Yes,1,Travel_Frequently,4,Near (1-5),4,Life Sciences,0,11,2,3
1352,51,46-55,Male,Divorced,Human Resources,Manager,4,Lead,14026,14.03,168312,Very High (10K+),No,0,1.667,33,20+ yrs,9,0,Just Promoted,10,1,33,2,2,Medium,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,5,Near (1-5),3,Life Sciences,1,11,2,3
1355,38,36-45,Female,Divorced,Sales,Sales Executive,2,Mid-Level,6893,6.89,82716,High (6-10K),No,0,1.914,7,6-10 yrs,7,1,1-2 yrs,7,3,11,3,1,Low,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),2,Life Sciences,1,15,4,3
1356,34,26-35,Female,Single,Sales,Sales Executive,2,Mid-Level,6125,6.12,73500,High (6-10K),No,0,1.662,10,6-10 yrs,8,9,5+ yrs,6,1,10,6,1,Low,3,High,4,Best,3,Excellent,No,0,Travel_Rarely,15,Medium (6-15),2,Medical,0,12,4,3
1358,25,18-25,Male,Married,Research & Development,Laboratory Technician,1,Junior,3669,3.67,44028,Medium (3-6K),No,0,0.972,3,3-5 yrs,2,1,1-2 yrs,2,3,7,6,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,19,Far (16+),1,Medical,3,11,3,3
1360,58,55+,Female,Married,Research & Development,Manufacturing Director,3,Senior,10008,10.01,120096,Very High (10K+),Yes,1,2.107,10,6-10 yrs,9,5,3-5 yrs,9,7,31,0,1,Low,3,High,2,Good,3,Excellent,Yes,1,Travel_Rarely,7,Medium (6-15),4,Medical,0,14,4,2
1361,40,36-45,Male,Married,Research & Development,Laboratory Technician,1,Junior,2387,2.39,28644,Low (<3K),No,0,1.653,4,3-5 yrs,2,0,Just Promoted,3,3,7,3,2,Medium,2,Medium,3,Better,4,Outstanding,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,1,22,3,3
1362,36,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,4639,4.64,55668,Medium (3-6K),No,0,2.314,15,11-20 yrs,7,6,5+ yrs,13,2,17,2,1,Low,1,Low,2,Good,3,Excellent,No,0,Travel_Frequently,7,Medium (6-15),3,Marketing,1,16,4,4
1363,48,46-55,Male,Single,Research & Development,Manufacturing Director,3,Senior,7898,7.9,94776,High (6-10K),No,0,0.764,10,6-10 yrs,9,0,Just Promoted,8,1,11,2,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),3,Life Sciences,0,11,3,3
1364,27,26-35,Female,Married,Sales,Sales Representative,1,Junior,2534,2.53,30408,Low (<3K),No,0,0.988,1,0-2 yrs,0,0,Just Promoted,0,8,5,4,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,11,Medium (6-15),3,Medical,1,14,2,4
1367,51,46-55,Female,Single,Research & Development,Manufacturing Director,4,Lead,13142,13.14,157704,Very High (10K+),No,0,1.438,5,3-5 yrs,2,0,Just Promoted,3,3,29,1,2,Medium,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,11,Medium (6-15),2,Technical Degree,0,16,2,2
1368,18,18-25,Female,Single,Research & Development,Laboratory Technician,1,Junior,1611,1.61,19332,Low (<3K),No,0,0.603,0,0-2 yrs,0,0,Just Promoted,0,1,0,5,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Non-Travel,1,Near (1-5),3,Life Sciences,0,15,3,3
1369,35,26-35,Female,Married,Research & Development,Laboratory Technician,2,Mid-Level,5363,5.36,64356,Medium (3-6K),No,0,0.753,9,6-10 yrs,7,0,Just Promoted,0,0,10,0,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Medical,1,12,2,2
1371,27,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,5071,5.07,60852,Medium (3-6K),No,0,0.757,6,6-10 yrs,2,0,Just Promoted,0,3,8,3,4,Very High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Frequently,2,Near (1-5),1,Life Sciences,0,20,2,1
